Seq_ID	Assigned_cluster
CFL11711_22	7
CFL11731_22	7
CFL11741_22	7
CFL11751_22	12
CFL11761_22	7
CFL11771_22	7
CFL11791_22	20
CFL11801_22	7
CFL11821_22	10
CFL11841_22	7
CFL11851_22	7
CFL11861_22	7
CFL11871_22	7
CFL11881_22	7
CFL11891_22	7
CFL11901_22	20
CFL11911_22	7
CFL11921_22	20
CFL11931_22	7
CFL11941_22	7
CFL11951_22	7
CFL11961_22	7
CFL11981_22	20
CFL11991_22	7
CFL12011_22	7
CFL12021_22	7
CFL12031_22	19
CFL12041_22	7
CFL12061_22	16
CFL12071_22	7
CFL12081_22	7
CFL12111_22	22
CFL12121_22	7
CFL12131_22	7
CFL12141_22	7
CFL12151_22	7
CFL12161_22	7
CFL12171_22	1
CFL12181_22	7
CFL12191_22	20
CFL12201_22	7
CFL12211_22	7
CFL12221_22	7
CFL12231_22	20
CFL12241_22	7
CFL12251_22	7
CFL12261_22	5
CFL12271_22	5
CFL12281_22	7
CFL12291_22	7
CFL12301_22	7
CFL12321_22	7
CFL12331_22	7
CFL12341_22	7
CFL12351_22	7
CFL12361_22	7
CFL12381_22	5
CFL12391_22	7
CFL12401_22	5
CFL12411_22	7
CFL12431_22	7
CFL12441_22	4
CFL12461_22	7
CFL12501_22	7
CFL12511_22	7
CFL12551_22	5
CFL12561_22	7
CFL12591_22	7
CFL12601_22	15
CFL12611_22	1
CFL12631_22	7
CFL12641_22	7
CFL12661_22	15
CFL12671_22	5
CFL12691_22	1
CFL12701_22	16
CFL12711_22	7
CFL12731_22	7
CFL12751_22	7
CFL12761_22	7
CGA10051_20	1
CGA10051_22	1
CGA10071_20	8
CGA10071_22	7
CGA10081_22	13
CGA10091_22	6
CGA10101_19	2
CGA10101_20	8
CGA10111_22	1
CGA10121_22	1
CGA10131_22	1
CGA10141_20	8
CGA10141_22	13
CGA10151_20	8
CGA10151_22	1
CGA10161_22	22
CGA10171_20	8
CGA10171_22	12
CGA10191_22	7
CGA10201_20	10
CGA10201_22	7
CGA10211_22	7
CGA10231_20	7
CGA10231_22	20
CGA10241_22	7
CGA10251_21	5
CGA10251_22	7
CGA10261_22	20
CGA10271_22	7
CGA10281_20	8
CGA10281_22	7
CGA10291_22	7
CGA10301_21	7
CGA10311_20	8
CGA10311_22	20
CGA10321_22	20
CGA10331_22	7
CGA10341_21	5
CGA10341_22	7
CGA10351_20	8
CGA10351_22	20
CGA10361_22	7
CGA10371_22	7
CGA10381_22	7
CGA10401_22	20
CGA10421_22	20
CGA10431_22	20
CGA10441_21	1
CGA10441_22	20
CGA10451_20	7
CGA10451_22	20
CGA10461_21	3
CGA10461_22	20
CGA10471_22	20
CGA10481_22	20
CGA10501_19	27
CGA10531_22	20
CGA10541_22	17
CGA10561_22	7
CGA10571_22	20
CGA10581_22	20
CGA10591_22	20
CGA10601_22	20
CGA10611_22	20
CGA10621_22	20
CGA10631_22	20
CGA10641_22	20
CGA10651_22	20
CGA10671_22	1
CGA10681_22	7
CGA10691_22	20
CGA10701_22	20
CGA10711_22	20
CGA10731_22	20
CGA10761_22	7
CGA10771_22	7
CGA10781_22	7
CGA10791_22	1
CGA10801_22	20
CGA10811_22	7
CGA10821_22	20
CGA10831_22	5
CGA10851_22	20
CGA10861_22	7
CGA10871_22	20
CGA10881_22	20
CGA10891_22	20
CGA10901_22	7
CGA10911_22	20
CGA10921_22	7
CGA10941_22	3
CGA10951_22	7
CGA10961_22	7
CGA10971_22	7
CGA10981_22	20
CGA10991_22	7
CGA11011_22	20
CGA11021_22	7
CGA11031_22	28
CGA11041_22	7
CGA11091_22	20
CGA11111_22	7
CGA11131_22	19
CGA11141_22	7
CGA11171_22	7
CGA11191_22	5
CGA11221_22	7
CGA11241_22	17
CGA11281_22	20
CGA11291_22	29
CGA11341_22	3
CGA11361_22	4
CGA11411_22	7
CIA10011_20	5
CIA10011_22	28
CIA10051_19	1
CIA10051_20	5
CIA10061_22	3
CIA10062_20	30
CIA10071_20	30
CIA10071_22	22
CIA10101_19	1
CIA10111_19	1
CIA10111_20	5
CIA10121_19	1
CIA10131_19	1
CIA10131_20	30
CIA10141_20	5
CIA10151_20	5
CIA10161_19	1
CIA10161_20	30
CIA10171_19	1
CIA10171_20	5
CIA10181_19	1
CIA10191_20	30
CIA10201_20	30
CIA10212_20	30
CIA10221_19	1
CIA10231_20	5
CIA10241_19	1
CIA10242_20	5
CIA10251_19	1
CIA10261_20	5
CIA10271_20	30
CIA10281_19	1
CIA10281_20	30
CIA10291_19	1
CIA10291_20	30
CIA10302_18	31
CIA10311_20	30
CIA10321_20	30
CIA10361_20	30
CIA10371_20	30
CIA10391_20	5
CIA10401_20	5
CIA10411_20	5
CIA10421_20	5
CIA10431_20	5
CIA10451_20	30
CIA10471_20	30
CIA10491_20	5
CIA10501_20	5
CIA10511_20	5
CIA10521_20	5
CIA10531_20	5
CIA10541_20	5
CIA10561_20	30
CIA10571_20	5
CIA10581_20	30
CIA10591_20	5
CIA10601_20	5
CIA10611_20	5
CIA10621_20	5
CIA10631_20	5
CIA10641_20	5
CIA10651_20	30
CIA10661_20	30
CIA10671_20	5
CIA10681_20	30
CIA10691_20	5
CIA10701_20	5
CIA10711_20	5
CIA10722_20	5
CIA10741_20	5
CIA10751_20	30
CIA10771_20	5
CIA10791_20	30
CIA10802_20	30
CIA10821_20	30
CIA10831_20	7
CIA10851_20	30
CIA10881_20	30
CIA10891_20	5
CIA10921_20	30
CIA11031_20	1
CIA11091_20	1
CIL10011_20	5
CIL10011_22	30
CIL10021_20	5
CIL10021_22	7
CIL10031_20	30
CIL10031_22	7
CIL10041_20	5
CIL10041_22	7
CIL10052_20	5
CIL10061_19	4
CIL10061_20	5
CIL10071_20	5
CIL10081_20	30
CIL10091_20	5
CIL10101_19	29
CIL10101_20	5
CIL10101_22	32
CIL10111_19	7
CIL10111_22	23
CIL10121_19	7
CIL10121_20	5
CIL10121_22	13
CIL10131_20	30
CIL10151_20	30
CIL10151_22	23
CIL10161_20	30
CIL10161_22	23
CIL10171_22	1
CIL10172_20	5
CIL10181_20	30
CIL10181_22	1
CIL10191_20	30
CIL10201_22	10
CIL10211_22	7
CIL10221_22	4
CIL10222_21	1
CIL10231_22	5
CIL10241_20	5
CIL10241_22	5
CIL10251_22	10
CIL10271_22	19
CIL10281_20	5
CIL10281_22	5
CIL10291_20	30
CIL10301_20	5
CIL10301_22	11
CIL10322_20	30
CIL10341_20	5
CIL10381_20	30
CIL10401_20	5
CIL10431_20	5
CIL10441_20	5
CIL10461_20	7
CIL10471_20	5
CIL10481_20	5
CIL10511_20	5
CIL10571_20	5
CIL10591_20	30
CIL10611_20	30
CIL10621_20	5
CIL10631_20	5
CIL10651_20	5
CIL10661_20	5
CIL10671_20	7
CIL10691_20	7
CIL10711_20	5
CIL10741_20	30
CIL10751_20	7
CIL10771_20	30
CIL10781_20	9
CIL10801_20	15
CIL10841_20	7
CIL10982_20	7
CIL11081_20	7
CIL11091_20	12
CIL11151_20	1
CIL11161_20	1
CIL11363_18	1
CIN10011_22	1
CIN10021_22	17
CIN10041_22	1
CIN10042_21	14
CIN10051_22	1
CIN10052_21	5
CIN10061_22	17
CIN10071_22	5
CIN10072_21	4
CIN10082_21	12
CIN10091_21	7
CKS10011_20	5
CKS10021_20	5
CKS10031_20	1
CKS10051_20	1
CKS10061_20	10
CKS10071_20	1
CKS10081_20	1
CMA10021_19	19
CMA10051_19	27
CMA10081_19	19
CMA10101_19	19
CMA10121_19	19
CMA10141_19	19
CMA10151_19	19
CMA10161_19	19
CMA10171_19	19
CMA10181_19	19
CMA10221_19	3
CMA10301_19	19
CMA10331_19	9
CMA10471_19	9
CMA10481_19	9
CMA10541_19	27
CMA10591_19	19
CMA10611_19	27
CMA10621_19	27
CMA10661_19	19
CMA10721_19	27
CMA10731_19	27
CMA10741_19	27
CMA10751_19	27
CMA10791_19	27
CMA10811_19	27
CMA10821_19	27
CMA10831_19	27
CMA10871_19	27
CMA10891_19	27
CMA10911_19	3
CMA10921_19	27
CMA10931_19	7
CME35521_14	26
CMI10011_19	17
CMI10011_22	33
CMI10021_19	10
CMI10031_19	16
CMI10031_21	18
CMI10031_22	34
CMI10041_19	7
CMI10041_22	33
CMI10051_19	7
CMI10051_22	13
CMI10061_19	7
CMI10071_19	7
CMI10071_22	1
CMI10081_19	16
CMI10081_22	30
CMI10091_19	7
CMI10091_22	7
CMI10111_19	7
CMI10111_22	13
CMI10121_19	7
CMI10131_22	1
CMI10141_19	16
CMI10141_22	23
CMI10161_22	20
CMI10181_22	32
CMI10191_22	5
CMI10211_19	7
CMI10221_19	7
CMI10221_22	5
CMI10231_22	4
CMI10241_22	7
CMI10251_22	1
CMI10261_21	4
CMI10271_22	5
CMI10321_22	1
CMI10341_19	7
CMI10351_19	7
CMI10361_19	7
CMI10371_22	5
CMI10381_22	21
CMI10391_19	7
CMI10521_19	28
CMI10531_19	7
CMN10011_22	34
CMN10021_22	21
CMN10031_20	30
CMN10041_20	30
CMN10041_22	25
CMN10051_22	25
CMN10061_20	30
CMN10071_20	5
CMN10071_22	7
CMN10081_22	1
CMN10082_20	30
CMN10091_20	5
CMN10101_22	7
CMN10111_20	5
CMN10111_21	18
CMN10111_22	1
CMN10131_22	7
CMN10151_20	5
CMN10151_22	11
CMN10161_20	5
CMN10161_22	20
CMN10171_20	4
CMN10171_22	8
CMN10191_20	5
CMN10191_22	3
CMN10201_20	5
CMN10201_21	5
CMN10201_22	7
CMN10211_20	30
CMN10211_22	20
CMN10221_20	5
CMN10221_22	25
CMN10231_20	5
CMN10241_20	5
CMN10251_20	5
CMN10251_22	10
CMN10261_20	5
CMN10271_20	30
CMN10281_20	5
CMN10301_20	5
CMN10312_20	5
CMN10341_20	30
CMN10361_20	5
CMN10371_20	5
CMN10401_20	5
CMN10401_21	4
CMN10411_20	5
CMN10421_20	5
CMN10431_20	5
CMN10441_20	30
CMN10451_20	30
CMN10461_20	30
CMN10471_20	30
CMN10481_20	5
CMN10491_20	30
CMN10502_20	5
CMN10511_20	30
CMN10521_20	5
CMN10542_21	4
CMN10551_20	5
CMN10561_20	5
CMN10571_20	5
CMN10582_20	5
CMN10591_20	5
CMN10601_20	5
CMN10611_20	5
CMN10651_20	30
CMN10671_20	5
CMN10691_20	30
CMN10721_20	5
CMN10751_20	5
CMN10761_20	5
CMN10771_20	30
CMN10801_20	5
CMN10861_20	7
CMN10882_20	2
CMN10891_20	5
CMN11121_20	30
CMN11261_20	12
CMO10011_20	1
CMO10011_22	28
CNE10031_20	5
CNE10041_20	5
CNE10051_20	30
CNE10061_20	5
CNE10071_20	30
CNE10081_20	5
CNE10091_20	5
CNE10092_21	5
CNE10101_20	5
CNE10111_20	30
CNE10112_21	5
CNE10131_20	5
CNE10142_21	5
CNE10151_20	5
CNE10161_20	5
CNE10171_20	5
CNE10181_20	5
CNE10191_20	30
CNE10201_20	5
CNE10211_20	30
CNE10231_20	5
CNE10261_20	5
CNE10271_20	30
CNE10281_20	5
CNE10291_20	5
CNE10311_20	30
CNE10321_20	30
CNE10331_20	30
CNE10342_20	30
CNE10361_20	30
CNE10371_20	5
CNE10401_20	5
CNE10421_20	5
CNE10431_20	30
CNE10441_20	5
CNE10471_20	5
CNE10481_20	5
CNE10521_20	13
CNE10541_20	5
CNE10601_20	1
CNE10631_20	1
CNE10661_20	7
CNE10691_20	1
CNE10751_20	1
CNE51831_16	31
CNE51861_16	22
CNH10021_19	19
CNH10031_19	27
CNJ10081_19	24
COH07221_14	11
COH10041_19	9
COH10061_19	24
COH10151_19	24
CRI10011_19	27
CRI10021_19	27
CRI10031_19	27
CSC10011_21	5
CSC10031_22	7
CSC10041_22	7
CSC10051_22	7
CSC10061_22	7
CSC10071_22	7
CSC10081_22	7
CSC10091_22	7
CSC10101_22	7
CSC10121_22	12
CSC10131_22	7
CSC10141_22	7
CSC10151_22	7
CSC10161_22	7
CSC10191_22	7
CSC10211_22	7
CTN10031_20	8
CTN10041_20	8
CTN10041_21	4
CTN10051_20	8
CTN10061_20	8
CTN10071_20	8
CTN10081_20	12
CTN10101_20	8
CTN10111_20	8
CTN10121_20	8
CTN10161_21	12
CTX04741_16	7
CTX05031_16	13
CTX29661_17	5
CTX55381_15	15
CTX55442_15	7
CTX55551_15	34
CTX55562_15	22
CTX63541_15	7
CUK10011_15	1
CUK10011_16	34
CUK10011_17	9
CUK10021_16	1
CUK10021_18	26
CUK10031_15	16
CUK10031_18	1
CUK10051_16	7
CUK10051_17	27
CUK10051_18	1
CUK10061_16	7
CUK10061_XX	1
CUK10071_17	10
CUK10071_XX	1
CUK10081_17	7
CUK10081_19	1
CUK10091_16	15
CUK10101_16	5
CUK10111_18	32
CUK10131_16	7
CUK10141_16	7
CUK10151_16	1
CUK10161_16	1
CUK10171_16	4
CUK10191_16	7
CUK10241_16	4
CVA10031_19	2
CVA10031_20	8
CVA10041_19	2
CVA10041_20	5
CVA10101_19	7
CWI10022_20	5
CWI10032_20	5
CWI10041_19	24
CWI10042_20	30
CWI10051_21	18
CWI10061_20	30
CWI10071_20	5
CWI10071_21	18
CWI10081_20	5
CWI10091_20	30
CWI10091_21	14
CWI10101_19	7
CWI10101_20	30
CWI10111_20	30
CWI10121_20	30
CWI10131_19	2
CWI10131_20	5
CWI10141_19	24
CWI10151_19	1
CWI10151_20	30
CWI10161_20	5
CWI10171_20	5
CWI10181_20	30
CWI10191_20	30
CWI10221_20	5
CWI10241_20	5
CWI10261_21	18
CWI10271_20	7
CWI10281_20	7
CWI10311_20	29
CWI10341_20	7
CWI10371_20	1
CWI10391_20	26
CWI10421_19	28
CWI10561_21	4
C_CA003_18	24
C_CA015_18	9
C_CA017_18	2
C_CA018_18	15
C_CA023_18	15
C_ChHenan	16
C_IA016_18	7
C_IA017_18	16
C_IA018_18	32
C_IA039_18	31
C_IA040_18	31
C_IA042_18	32
C_IA048_18	31
C_IA052_18	31
C_IA058_18	31
C_IA059_18	32
C_IA062_18	31
C_IA064_18	31
C_IA065_18	6
C_IA068_18	31
C_IA069_18	31
C_IA070_18	31
C_IA075_18	31
C_IA076_18	31
C_IA077_18	31
C_IA078_18	31
C_IA082_18	31
C_IA083_18	31
C_IA087_18	31
C_IA091_18	31
C_IA092_18	31
C_IA093_18	31
C_IA094_18	31
C_IA102_18	31
C_IA104_18	31
C_IA107_18	31
C_IA110_18	31
C_IA111_18	31
C_IA176_18	7
C_IL001_18	1
C_IL013_18	31
C_IL014_18	31
C_IL018_18	31
C_IL019_18	31
C_IL020_18	31
C_IL022_18	31
C_IL023_18	31
C_IL024_18	31
C_IL025_18	31
C_IL031_18	31
C_IL032_18	31
C_IL033_18	31
C_IL034_18	31
C_IL036_18	31
C_IL037_18	31
C_IL039_18	31
C_IL040_18	31
C_IL041_18	1
C_IL042_18	31
C_IL043_18	31
C_IL044_18	2
C_IL046_18	31
C_IL047_18	31
C_IL048_18	31
C_IL049_18	31
C_IL050_18	31
C_IL053_18	7
C_IL054_18	31
C_IL055_18	31
C_IL056_18	31
C_IL058_18	31
C_IL060_18	31
C_IL062_18	31
C_IL063_18	7
C_IL065_18	31
C_IL066_18	31
C_IL067_18	31
C_IL071_18	31
C_IL072_18	31
C_IL075_18	7
C_IL076_18	31
C_IL077_18	31
C_IL078_18	31
C_IL079_18	31
C_IL080_18	31
C_IL081_18	2
C_IL086_18	31
C_IL087_18	31
C_IL099_18	31
C_IL119_18	31
C_IL126_18	31
C_IL168_18	31
C_IL170_18	31
C_IL189_18	31
C_IL199_18	31
C_IL219_18	1
C_MA001_14	23
C_MO003_18	31
C_MX001_17	13
C_OH001_18	31
C_OH003_18	31
C_OH004_18	31
C_OH014_18	31
C_SD001_18	29
C_WI011_18	32
C_WI020_18	32
C_WI026_18	32
C_WI031_18	32
C_WI033_18	32
C_WI038_18	32
C_WI039_18	32
C_WI040_18	32
C_WI092_18	32
C_WI093_18	32
C_WI094_18	32
C_WI095_18	32
C_WI096_18	32
C_WI097_18	32
C_WI098_18	32
C_WI099_18	32
C_WI100_18	32
C_WI101_18	32
C_WI102_18	32
C_WI103_18	32
C_WI107_18	32
C_WI109_18	32
C_WI112_18	32
C_WI113_18	15
C_WI114_18	32
C_WI118_18	32
C_WI121_18	32
C_WI122_18	32
C_WI125_18	32
C_WI128_18	32
C_WI129_18	32
C_WI131_18	32
C_WI133_18	32
C_WI135_18	32
C_WI138_18	32
C_WI144_18	1
C_WI150_18	32
C_WI159_18	32
C_WI172_18	32
C_WI173_18	32
C_WI177_18	32
C_WI178_18	32
C_WI182_18	7
C_WI185_18	1
C_WI186_18	6
C_WI187_18	31
C_WI194_18	31
C_WI197_18	31
C_WI198_18	31
C_WI199_18	1
C_WI205_18	1
C_WI206_18	5
C_WI208_18	31
C_WI257_18	31
C_WI259_18	1
HCJK015_15	28
HCJK031_15_s	28
HCWI043_18	32
HCWI044_18	32
HCWI045_18	32
HCWI046_18	32
HCWI047_18	32
HCWI048_18	32
HCWI049_18	32
HCWI050_18	32
HCWI051_18	32
HCWI052_18	32
HCWI053_18	32
HCWI054_18	32
HCWI055_18	32
HCWI056_18	32
HCWI057_18	32
HCWI058_18	32
HCWI059_18	32
HCWI060_18	32
HCWI062_18	32
HCWI063_18	32
HCWI065_18	32
HCWI067_18	32
HCWI068_18	32
HCWI069_18	32
HCWI070_18	32
HCWI074_18	32
HCWI075_18	32
HCWI076_18	32
HCWI078_18	32
HCWI079_18	32
HCWI080_18	32
HCWI081_18	32
HCWI082_18	32
HCWI084_18	32
HCWI085_18	32
HCWI087_18	32
HCWI090_18	32
IBC10031_22	12
IBC10041_22	7
INL10012_22	10
INL10021_22	33
INL10031_22	20
INL10041_22	33
INL10051_22	20
ION10012_22	28
ION10022_22	26
ION10031_19	4
ION10032_22	15
ION10041_21	12
ION10041_22	14
ION10051_18	7
ION10051_22	14
ION10061_21	12
ION10061_22	1
ION10072_22	1
ION10081_22	1
ION10091_22	14
ION10102_22	1
ION10111_18	9
ION10111_22	22
ION10121_18	4
ION10121_22	4
ION10131_20	30
ION10132_22	29
ION10141_22	29
ION10151_22	29
ION10161_22	30
ION10171_20	13
ION10171_22	19
ION10181_22	7
ION10191_22	5
ION10201_22	6
ION10211_22	7
ION10221_22	29
ION10231_19	5
ION10231_22	7
ION10241_22	5
ION10251_22	4
ION10261_22	3
ION10271_22	4
ION10281_22	7
ION10291_22	4
ION10421_19	1
ION10441_19	1
IQC10011_22	14
IQC10012_22	14
IQC10013_22	14
IQC10014_22	14
IQC10015_22	14
IQC10031_22	5
IQC10042_22	14
IQC10051_22	12
IQC10062_22	14
IQC10072_22	12
IQC10081_22	7
IQC10091_22	1
IQC10101_22	30
IQC10111_22	7
IQC10121_22	4
IQC10132_22	7
IQC10141_22	1
IQC10162_22	7
IQC10171_22	4
IQC10181_22	15
IQC10191_22	23
IQC10201_22	22
IQC10211_22	15
IQC10221_22	15
IQC10231_22	7
IQC10241_22	4
IQC10251_22	29
IQC10261_22	22
IQC10271_22	17
IQC10281_22	4
IQC10291_22	7
IQC10301_22	1
IQC10322_22	22
IQC10331_22	7
IQC10341_22	10
IQC10351_22	6
IQC10361_22	4
IQC10371_22	1
IQC10382_22	12
IQC10391_22	1
IQC10392_22	1
IQC10401_22	5
IQC10411_22	7
IQC10421_22	26
IQC10431_22	5
IQC10441_22	5
IQC10461_22	1
IQC10471_22	1
IQC10481_22	26
IQC10491_22	7
IQC10501_22	7
IQC10511_22	23
IQC10521_22	17
IQC10541_22	29
IQC10551_22	29
IQC10561_22	7
SMN10071_19	2
SMN10101_19	2
SMN10121_19	24
SMN10131_19	2
SMN10211_19	2
SMN10221_19	24
SMN10251_19	2
SMN10361_19	7
SNY10011_22	4
SNY10021_19	31
SNY10021_20	2
SNY10021_22	35
SNY10031_19	15
SNY10031_20	1
SNY10031_22	34
SNY10041_19	1
SNY10041_20	7
SNY10041_22	12
SNY10051_20	10
SNY10051_22	4
SNY10061_19	31
SNY10061_20	27
SNY10071_19	31
SNY10071_20	2
SNY10071_22	5
SNY10081_20	27
SNY10081_22	34
SNY10091_22	1
SNY10101_20	2
SNY10101_22	15
SNY10111_19	28
SNY10111_22	32
SNY10121_19	1
SNY10121_22	2
SNY10141_22	7
SNY10151_19	4
SNY10161_22	15
SNY10171_22	1
SNY10181_20	2
SNY10181_22	5
SNY10191_22	7
SNY10201_22	30
SNY10211_20	30
SNY10211_22	1
SNY10221_20	4
SNY10222_20	4
SNY10231_20	5
SNY10231_22	23
SNY10232_20	5
SNY10241_22	6
SNY10251_19	4
SNY10251_22	19
SNY10261_19	22
SNY10261_20	2
SNY10271_22	1
SNY10281_20	3
SNY10281_21	4
SNY10281_22	1
SNY10291_19	11
SNY10291_22	1
SNY10301_22	5
SNY10311_20	1
SNY10311_22	1
SNY10321_19	4
SNY10321_22	10
SNY10331_19	7
SNY10331_22	7
SNY10341_19	9
SNY10341_20	2
SNY10341_21	18
SNY10341_22	22
SNY10351_20	1
SNY10351_22	3
SNY10361_19	9
SNY10361_22	1
SNY10371_19	25
SNY10371_20	1
SNY10371_22	2
SNY10381_20	1
SNY10381_22	10
SNY10391_19	21
SNY10391_20	1
SNY10391_22	34
SNY10401_19	3
SNY10401_20	1
SNY10401_22	7
SNY10411_20	1
SNY10411_22	1
SNY10421_22	3
SNY10431_19	1
SNY10431_20	30
SNY10431_22	1
SNY10441_22	5
SNY10451_19	1
SNY10451_22	5
SNY10461_20	1
SNY10461_22	26
SNY10471_19	5
SNY10471_20	1
SNY10471_22	29
SNY10481_22	23
SNY10491_19	1
SNY10491_20	1
SNY10491_22	31
SNY10501_19	7
SNY10501_22	1
SNY10511_20	1
SNY10511_21	18
SNY10511_22	23
SNY10521_19	30
SNY10521_20	11
SNY10521_22	34
SNY10531_19	25
SNY10531_20	11
SNY10531_22	7
SNY10541_19	6
SNY10541_20	11
SNY10541_22	16
SNY10551_20	20
SNY10551_22	5
SNY10561_19	26
SNY10561_20	1
SNY10561_22	7
SNY10571_19	26
SNY10571_22	6
SNY10581_22	11
SNY10591_22	1
SNY10601_22	27
SNY10611_22	12
SNY10621_21	14
SNY10621_22	20
SNY10631_22	14
SNY10641_19	10
SNY10641_22	19
